trip_id,run_id,truck_id,load_zone,dump_zone,depart_time_s,arrive_load_s,load_complete_s,depart_load_s,arrive_dump_s,unload_complete_s,travel_to_mine_s,load_wait_s,queue_wait_service_s,travel_to_dump_s,unload_wait_s,total_trip_duration_s,cargo_kg,fuel_L,co2_kg
2281,29,1,load_zone_23,dump_zone_22,426.3,481.81,484.87,486.87,545.39,548.32,55.52,3.06,0.0,58.52,2.93,122.02,1000.0,0.3623,0.971
2282,29,0,load_zone_23,dump_zone_22,429.66,482.3,488.07,490.07,540.86,551.4,52.64,5.77,2.57,50.79,10.54,121.75,1000.0,0.3264,0.8748
2283,29,2,load_zone_23,dump_zone_22,469.87,528.66,531.49,533.49,587.08,589.95,58.79,2.84,0.0,53.58,2.88,120.08,1000.0,0.4117,1.1034
2284,29,1,load_zone_23,dump_zone_22,548.32,606.86,610.06,612.06,669.53,672.71,58.55,3.2,0.0,57.46,3.18,124.39,1000.0,0.3784,1.014
2285,29,0,load_zone_23,dump_zone_22,551.4,603.84,613.17,615.17,670.64,675.6,52.43,9.34,6.23,55.47,4.96,124.2,1000.0,0.3846,1.0308
2286,29,2,load_zone_23,dump_zone_22,589.95,647.0,649.96,651.96,704.25,707.32,57.05,2.95,0.0,52.29,3.07,117.37,1000.0,0.3351,0.8981
2287,29,1,load_zone_23,dump_zone_22,672.71,718.42,721.35,723.35,781.4,784.4,45.71,2.93,0.0,58.05,3.0,111.69,1000.0,0.3365,0.9019
2288,29,0,load_zone_23,dump_zone_22,675.6,731.91,734.87,736.87,793.67,796.49,56.31,2.96,0.0,56.8,2.82,120.89,1000.0,0.346,0.9272
2289,29,2,load_zone_1,dump_zone_2,707.32,808.06,811.08,813.08,894.79,897.82,100.74,3.02,0.0,81.7,3.03,190.5,1000.0,0.6322,1.6944
2290,29,1,load_zone_1,dump_zone_2,784.4,880.43,883.28,885.28,968.67,972.05,96.03,2.85,0.0,83.39,3.38,187.65,1000.0,0.571,1.5302
2291,29,0,load_zone_1,dump_zone_2,796.49,894.41,897.35,899.35,983.49,986.49,97.92,2.94,0.0,84.14,3.0,190.0,1000.0,0.5874,1.5742
2292,29,2,load_zone_1,dump_zone_2,897.82,987.12,989.87,991.87,1075.19,1078.45,89.3,2.75,0.0,83.31,3.26,180.63,1000.0,0.6342,1.6998
2293,29,1,load_zone_1,dump_zone_2,972.05,1073.33,1076.21,1078.21,1147.52,1150.73,101.28,2.88,0.0,69.31,3.21,178.67,1000.0,0.8316,2.2287
2294,29,0,load_zone_1,dump_zone_2,986.49,1092.05,1095.13,1097.13,1184.29,1187.17,105.56,3.08,0.0,87.17,2.87,200.68,1000.0,0.6461,1.7316
2295,29,2,load_zone_1,dump_zone_2,1078.45,1166.31,1169.12,1171.12,1243.82,1246.96,87.86,2.81,0.0,72.69,3.15,168.51,1000.0,0.5843,1.5659
2296,29,1,load_zone_1,dump_zone_2,1150.73,1247.85,1250.69,1252.69,1333.08,1335.98,97.13,2.83,0.0,80.39,2.9,185.25,1000.0,0.5512,1.4772
2297,29,0,load_zone_1,dump_zone_2,1187.17,1272.68,1275.52,1277.52,1354.77,1357.85,85.52,2.84,0.0,77.24,3.09,170.69,1000.0,0.6265,1.679
2298,29,2,load_zone_1,dump_zone_2,1246.96,1333.34,1336.62,1338.62,1417.2,1420.05,86.38,3.28,0.0,78.58,2.85,173.09,1000.0,0.6127,1.6421
2299,29,1,load_zone_26,load_zone_29,1335.98,1450.53,1453.57,1455.57,1540.03,1542.97,114.55,3.04,0.0,84.46,2.94,206.99,1000.0,0.6353,1.7026
2300,29,0,load_zone_26,load_zone_29,1357.85,1472.18,1474.98,1476.98,1554.08,1557.27,114.33,2.8,0.0,77.1,3.19,199.42,1000.0,0.6984,1.8717
2301,29,2,load_zone_26,load_zone_29,1420.05,1524.15,1527.12,1529.12,1604.92,1607.75,104.1,2.97,0.0,75.8,2.83,187.7,1000.0,0.5133,1.3756
2302,29,1,load_zone_26,load_zone_29,1542.97,1650.46,1653.25,1655.25,1730.7,1733.73,107.5,2.78,0.0,75.46,3.03,190.76,1000.0,0.7045,1.888
2303,29,0,load_zone_26,load_zone_29,1557.27,1678.51,1681.24,1683.24,1760.12,1763.23,121.24,2.72,0.0,76.88,3.11,205.96,1000.0,0.6403,1.7161
2304,29,2,load_zone_26,load_zone_29,1607.75,1725.2,1728.07,1730.07,1819.77,1822.34,117.45,2.88,0.0,89.7,2.57,214.59,1000.0,0.5646,1.5132
2305,29,1,load_zone_26,load_zone_29,1733.73,1851.73,1854.55,1856.55,1934.39,1937.18,118.01,2.82,0.0,77.84,2.79,203.45,1000.0,0.6087,1.6314
2306,29,0,load_zone_26,load_zone_29,1763.23,1865.49,1868.43,1870.43,1951.34,1954.24,102.27,2.94,0.0,80.91,2.91,191.02,1000.0,0.5832,1.5631
2307,29,2,load_zone_26,load_zone_29,1822.34,1938.32,1941.35,1943.35,2021.29,2024.31,115.98,3.03,0.0,77.93,3.03,201.97,1000.0,0.6265,1.6791
2308,29,1,load_zone_26,load_zone_29,1937.18,2041.38,2044.32,2046.32,2119.45,2122.76,104.2,2.94,0.0,73.13,3.31,185.58,1000.0,0.546,1.4632
2309,29,0,load_zone_2,dump_zone_2,1954.24,2065.76,2068.71,2070.71,2158.31,2161.47,111.51,2.95,0.0,87.6,3.16,207.23,1000.0,0.6556,1.757
2310,29,2,load_zone_27,dump_zone_3,2024.31,2171.28,2174.55,2176.55,2350.2,2353.41,146.96,3.27,0.0,173.65,3.21,329.1,1000.0,1.0155,2.7215
2311,29,1,load_zone_27,dump_zone_3,2122.76,2271.94,2274.96,2276.96,2440.6,2443.47,149.18,3.02,0.0,163.63,2.87,320.71,1000.0,1.126,3.0176
2312,29,0,load_zone_27,dump_zone_3,2161.47,2313.72,2316.53,2318.53,2480.97,2483.98,152.25,2.81,0.0,162.44,3.01,322.51,1000.0,0.8346,2.2368
2313,29,2,load_zone_27,dump_zone_3,2353.41,2496.22,2499.26,2501.26,2656.94,2660.22,142.81,3.04,0.0,155.68,3.28,306.81,1000.0,1.0884,2.917
2314,29,1,load_zone_27,dump_zone_3,2443.47,2610.6,2613.77,2615.77,2787.21,2790.49,167.13,3.17,0.0,171.44,3.28,347.02,1000.0,0.9542,2.5573
2315,29,0,load_zone_27,dump_zone_3,2483.98,2624.2,2627.2,2629.2,2800.95,2803.98,140.22,3.0,0.0,171.75,3.03,320.0,1000.0,1.0039,2.6906
2316,29,2,load_zone_27,dump_zone_3,2660.22,2802.85,2805.69,2807.69,2991.85,2994.95,142.63,2.84,0.0,184.16,3.1,334.73,1000.0,1.0835,2.9038
2317,29,1,load_zone_27,dump_zone_3,2790.49,2921.34,2924.24,2926.24,3078.43,3081.52,130.86,2.9,0.0,152.19,3.08,291.03,1000.0,0.9918,2.6579
2318,29,0,load_zone_27,dump_zone_3,2803.98,2952.73,2956.08,2958.08,3102.1,3105.11,148.75,3.35,0.0,144.01,3.01,301.12,1000.0,1.0809,2.8969
2319,29,2,load_zone_27,dump_zone_3,2994.95,3138.25,3141.54,3143.54,3298.05,3300.76,143.3,3.29,0.0,154.51,2.71,305.81,1000.0,1.0582,2.8361
2320,29,1,load_zone_24,dump_zone_3,3081.52,3221.24,3224.15,3226.15,3379.45,3382.31,139.72,2.9,0.0,153.31,2.85,300.79,1000.0,1.0301,2.7608
2321,29,0,load_zone_24,dump_zone_3,3105.11,3228.04,3231.03,3233.03,3387.47,3390.26,122.93,2.99,0.0,154.44,2.8,285.16,1000.0,1.1818,3.1673
2322,29,2,load_zone_24,dump_zone_3,3300.76,3448.13,3451.04,3453.04,3608.47,3611.45,147.36,2.91,0.0,155.43,2.99,310.69,1000.0,1.1608,3.1109
2323,29,1,load_zone_24,dump_zone_3,3382.31,3567.64,3570.8,3572.8,3740.69,3743.95,185.33,3.16,0.0,167.89,3.26,361.64,1000.0,1.052,2.8195
2324,29,0,load_zone_29,dump_zone_3,3390.26,3571.74,3574.76,3576.76,3753.13,3756.18,181.47,3.02,0.0,176.37,3.05,365.92,1000.0,0.8791,2.356
2325,29,2,load_zone_24,dump_zone_3,3611.45,3769.79,3772.55,3774.55,3913.42,3916.45,158.34,2.76,0.0,138.87,3.03,304.99,1000.0,0.9121,2.4445
2326,29,1,load_zone_24,dump_zone_3,3743.95,3898.58,3901.61,3903.61,4063.8,4066.67,154.63,3.03,0.0,160.19,2.86,322.72,1000.0,1.1187,2.9982
2327,29,0,load_zone_24,dump_zone_3,3756.18,3909.8,3912.62,3914.62,4078.65,4081.62,153.62,2.82,0.0,164.03,2.97,325.44,1000.0,1.1391,3.0529
2328,29,2,load_zone_24,dump_zone_3,3916.45,4083.18,4086.09,4088.09,4236.43,4239.28,166.73,2.92,0.0,148.33,2.85,322.83,1000.0,0.9591,2.5704
2329,29,1,load_zone_24,dump_zone_3,4066.67,4204.07,4207.16,4209.16,4365.85,4368.74,137.4,3.09,0.0,156.69,2.88,302.07,1000.0,1.0172,2.7261
2330,29,0,load_zone_24,dump_zone_3,4081.62,4233.62,4236.52,4238.52,4410.34,4413.25,151.99,2.91,0.0,171.81,2.91,331.63,1000.0,0.9397,2.5183
2331,29,2,load_zone_29,dump_zone_3,4239.28,4385.83,4388.81,4390.81,4563.69,4566.7,146.55,2.98,0.0,172.88,3.01,327.42,1000.0,1.2119,3.2479
2332,29,1,load_zone_29,dump_zone_3,4368.74,4547.14,4550.23,4552.23,4696.25,4699.28,178.4,3.1,0.0,144.02,3.03,330.55,1000.0,1.0253,2.7478
2333,29,0,load_zone_29,dump_zone_3,4413.25,4578.7,4581.92,4583.92,4726.87,4729.95,165.45,3.22,0.0,142.95,3.08,316.7,1000.0,0.9819,2.6315
2334,29,2,load_zone_29,dump_zone_3,4566.7,4720.37,4723.32,4725.32,4868.58,4871.51,153.67,2.95,0.0,143.26,2.93,304.81,1000.0,0.9325,2.499
2335,29,1,load_zone_29,dump_zone_3,4699.28,4870.52,4873.52,4875.52,5058.32,5061.27,171.24,3.0,0.0,182.8,2.95,361.99,1000.0,1.1217,3.006
2336,29,0,load_zone_29,dump_zone_3,4729.95,4890.91,4893.82,4895.82,5047.32,5064.23,160.97,2.9,0.0,151.5,16.91,334.28,1000.0,1.1016,2.9522
2337,29,2,load_zone_29,dump_zone_3,4871.51,5032.85,5035.62,5037.62,5206.27,5209.37,161.34,2.77,0.0,168.65,3.1,337.86,1000.0,1.0753,2.8817
2338,29,1,load_zone_29,dump_zone_3,5061.27,5255.42,5258.46,5260.46,5421.18,5424.61,194.14,3.05,0.0,160.72,3.42,363.33,1000.0,1.0958,2.9366
2339,29,0,load_zone_29,dump_zone_3,5064.23,5224.58,5261.69,5263.69,5416.46,5427.43,160.35,37.12,33.89,152.76,10.97,363.2,1000.0,1.1208,3.0038
2340,29,2,load_zone_25,dump_zone_3,5209.37,5389.32,5392.1,5394.1,5580.22,5583.42,179.94,2.79,0.0,186.12,3.2,374.05,1000.0,1.1924,3.1957
2341,29,1,load_zone_25,dump_zone_3,5424.61,5593.46,5596.38,5598.38,5806.3,5809.35,168.85,2.92,0.0,207.92,3.05,384.74,1000.0,1.3297,3.5636
2342,29,0,load_zone_25,dump_zone_3,5427.43,5621.55,5624.66,5626.66,5782.43,5812.33,194.12,3.1,0.0,155.77,29.9,384.9,1000.0,1.1861,3.1789
2343,29,2,load_zone_25,dump_zone_3,5583.42,5768.82,5771.85,5773.85,5938.49,5941.28,185.4,3.03,0.0,164.64,2.8,357.86,1000.0,1.1914,3.1931
2344,29,1,load_zone_25,dump_zone_3,5809.35,5998.72,6001.59,6003.59,6208.81,6212.03,189.37,2.88,0.0,205.22,3.22,402.68,1000.0,1.3426,3.5983
2345,29,0,load_zone_25,dump_zone_3,5812.33,5992.94,6004.38,6006.38,6178.59,6215.07,180.6,11.44,8.66,172.22,36.48,402.74,1000.0,1.1361,3.0447
2346,29,2,load_zone_25,dump_zone_3,5941.28,6146.26,6149.12,6151.12,6329.83,6332.87,204.98,2.86,0.0,178.71,3.04,391.58,1000.0,1.1424,3.0615
2347,29,1,load_zone_25,dump_zone_3,6212.03,6399.19,6402.2,6404.2,6608.09,6611.11,187.16,3.02,0.0,203.89,3.02,399.08,1000.0,1.2517,3.3545
2348,29,0,load_zone_25,dump_zone_3,6215.07,6376.77,6405.23,6407.23,6602.13,6614.24,161.7,28.46,25.44,194.9,12.11,399.17,1000.0,1.3008,3.4862
2349,29,2,load_zone_25,dump_zone_3,6332.87,6516.87,6519.83,6521.83,6726.42,6729.46,184.01,2.96,0.0,204.59,3.04,396.59,1000.0,1.1883,3.1847
2350,30,2,load_zone_22,dump_zone_23,13.12,69.92,72.69,74.69,123.18,125.97,56.8,2.77,0.0,48.49,2.79,112.85,1000.0,0.3211,0.8606
2351,30,1,load_zone_22,dump_zone_23,20.73,74.0,76.75,78.75,121.24,129.14,53.27,2.75,0.0,42.49,7.9,108.41,1000.0,0.4033,1.0808
2352,30,0,load_zone_22,dump_zone_23,24.6,83.13,86.16,88.16,135.08,137.96,58.53,3.03,0.0,46.92,2.87,113.36,1000.0,0.3342,0.8957
2353,30,2,load_zone_22,dump_zone_23,125.97,188.0,190.93,192.93,234.89,238.05,62.03,2.93,0.0,41.95,3.17,112.09,1000.0,0.3707,0.9936
2354,30,1,load_zone_23,dump_zone_22,129.14,176.77,179.69,181.69,233.75,236.76,47.62,2.92,0.0,52.06,3.01,107.62,1000.0,0.398,1.0665
2355,30,0,load_zone_22,dump_zone_23,137.96,187.63,193.95,195.95,242.88,246.23,49.68,6.32,3.3,46.93,3.35,108.27,1000.0,0.3424,0.9176
2356,30,1,load_zone_22,dump_zone_23,236.76,289.44,292.39,294.39,339.54,342.27,52.68,2.95,0.0,45.15,2.73,105.51,1000.0,0.3238,0.8678
2357,30,2,load_zone_22,dump_zone_23,238.05,290.05,295.38,297.38,335.05,344.96,52.0,5.32,2.33,37.67,9.92,106.91,1000.0,0.3203,0.8583
2358,30,0,load_zone_22,dump_zone_23,246.23,300.35,303.29,305.29,348.8,351.79,54.12,2.94,0.0,43.5,2.99,105.56,1000.0,0.3058,0.8195
2359,30,1,load_zone_22,dump_zone_23,342.27,395.41,398.27,400.27,443.64,446.68,53.14,2.86,0.0,43.37,3.04,104.41,1000.0,0.3405,0.9125
2360,30,2,load_zone_22,dump_zone_23,344.96,397.35,401.25,403.25,454.78,457.74,52.38,3.91,0.93,51.53,2.96,112.78,1000.0,0.3178,0.8517
2361,30,0,load_zone_23,dump_zone_22,351.79,398.91,401.8,403.8,459.89,462.81,47.12,2.9,0.0,56.09,2.91,111.02,1000.0,0.3391,0.9088
2362,30,1,load_zone_23,dump_zone_22,446.68,493.75,496.68,498.68,544.4,547.53,47.06,2.93,0.0,45.72,3.13,100.85,1000.0,0.3655,0.9794
2363,30,2,load_zone_23,dump_zone_22,457.74,515.21,518.29,520.29,576.65,579.93,57.47,3.08,0.0,56.36,3.28,122.19,1000.0,0.3549,0.9512
2364,30,0,load_zone_23,dump_zone_22,462.81,514.15,521.52,523.52,576.64,582.93,51.35,7.37,4.13,53.12,6.29,120.13,1000.0,0.3352,0.8982
2365,30,1,load_zone_23,dump_zone_22,547.53,601.02,604.1,606.1,655.8,658.86,53.49,3.08,0.0,49.7,3.06,111.33,1000.0,0.3516,0.9423
2366,30,2,load_zone_23,dump_zone_22,579.93,633.34,636.36,638.36,685.2,688.13,53.4,3.02,0.0,46.84,2.93,108.2,1000.0,0.461,1.2354
2367,30,0,load_zone_23,dump_zone_22,582.93,634.66,639.15,641.15,691.79,694.98,51.73,4.49,1.7,50.63,3.2,112.05,1000.0,0.3459,0.9269
2368,30,1,load_zone_23,dump_zone_22,658.86,706.72,709.82,711.82,766.42,769.51,47.86,3.1,0.0,54.6,3.1,110.65,1000.0,0.3591,0.9624
2369,30,2,load_zone_23,dump_zone_22,688.13,739.87,742.92,744.92,799.08,802.15,51.74,3.05,0.0,54.16,3.06,114.01,1000.0,0.3976,1.0656
2370,30,0,load_zone_1,dump_zone_2,694.98,791.77,794.75,796.75,871.98,875.09,96.78,2.98,0.0,75.23,3.11,180.11,1000.0,0.4827,1.2935
2371,30,1,load_zone_1,dump_zone_2,769.51,852.14,855.36,857.36,943.77,946.58,82.62,3.23,0.0,86.4,2.81,177.07,1000.0,0.5936,1.5907
2372,30,2,load_zone_1,dump_zone_2,802.15,895.42,898.46,900.46,979.27,982.08,93.27,3.05,0.0,78.81,2.81,179.93,1000.0,0.5226,1.4005
2373,30,0,load_zone_1,dump_zone_2,875.09,969.12,971.95,973.95,1053.5,1056.62,94.03,2.83,0.0,79.55,3.12,181.53,1000.0,0.5631,1.5091
2374,30,1,load_zone_1,dump_zone_2,946.58,1039.68,1042.66,1044.66,1126.97,1130.09,93.1,2.98,0.0,82.31,3.13,183.52,1000.0,0.5328,1.4279
2375,30,2,load_zone_1,dump_zone_2,982.08,1067.66,1070.67,1072.67,1151.16,1153.98,85.58,3.01,0.0,78.5,2.81,171.9,1000.0,0.5061,1.3563
2376,30,0,load_zone_1,dump_zone_2,1056.62,1154.38,1157.16,1159.16,1234.77,1237.91,97.76,2.78,0.0,75.61,3.14,181.29,1000.0,0.5505,1.4754
2377,30,1,load_zone_1,dump_zone_2,1130.09,1235.3,1238.35,1240.35,1321.02,1323.99,105.21,3.04,0.0,80.67,2.97,193.9,1000.0,0.4316,1.1567
2378,30,2,load_zone_1,dump_zone_2,1153.98,1241.56,1244.62,1246.62,1326.3,1329.03,87.59,3.05,0.0,79.68,2.73,175.05,1000.0,0.5845,1.5665
2379,30,0,load_zone_1,dump_zone_2,1237.91,1325.61,1328.61,1330.61,1412.61,1415.72,87.7,3.0,0.0,82.0,3.11,177.81,1000.0,0.6503,1.7429
2380,30,1,load_zone_26,load_zone_29,1323.99,1441.75,1444.7,1446.7,1529.71,1533.14,117.76,2.95,0.0,83.02,3.42,209.15,1000.0,0.5542,1.4852
2381,30,2,load_zone_26,load_zone_29,1329.03,1437.82,1447.81,1449.81,1533.08,1536.21,108.79,9.99,6.87,83.27,3.13,207.18,1000.0,0.6737,1.8056
2382,30,0,load_zone_26,load_zone_29,1415.72,1510.38,1513.35,1515.35,1602.89,1606.08,94.66,2.97,0.0,87.55,3.19,190.36,1000.0,0.5028,1.3474
2383,30,1,load_zone_26,load_zone_29,1533.14,1649.06,1652.15,1654.15,1728.31,1731.36,115.92,3.09,0.0,74.17,3.05,198.22,1000.0,0.6542,1.7533
2384,30,2,load_zone_26,load_zone_29,1536.21,1640.18,1655.12,1657.12,1734.43,1737.51,103.97,14.94,11.97,77.32,3.07,201.3,1000.0,0.6935,1.8587
2385,30,0,load_zone_26,load_zone_29,1606.08,1721.04,1724.05,1726.05,1795.8,1799.19,114.96,3.02,0.0,69.74,3.39,193.11,1000.0,0.735,1.9697
2386,30,1,load_zone_26,load_zone_29,1731.36,1817.92,1821.06,1823.06,1901.13,1904.1,86.56,3.14,0.0,78.06,2.97,172.74,1000.0,0.6021,1.6135
2387,30,2,load_zone_26,load_zone_29,1737.51,1848.67,1851.5,1853.5,1934.6,1937.78,111.16,2.83,0.0,81.1,3.18,200.27,1000.0,0.6276,1.6819
2388,30,0,load_zone_26,load_zone_29,1799.19,1904.28,1907.05,1909.05,1993.7,1996.62,105.09,2.77,0.0,84.66,2.92,197.43,1000.0,0.595,1.5947
2389,30,1,load_zone_26,load_zone_29,1904.1,2037.17,2039.85,2041.85,2115.26,2118.17,133.07,2.68,0.0,73.41,2.91,214.08,1000.0,0.6598,1.7684
2390,30,2,load_zone_2,dump_zone_2,1937.78,2060.4,2063.61,2065.61,2168.35,2171.38,122.62,3.21,0.0,102.74,3.03,233.6,1000.0,0.6162,1.6513
2391,30,0,load_zone_27,dump_zone_3,1996.62,2165.86,2168.76,2170.76,2328.97,2331.91,169.23,2.9,0.0,158.22,2.94,335.29,1000.0,0.9006,2.4137
2392,30,1,load_zone_27,dump_zone_3,2118.17,2262.38,2265.49,2267.49,2427.47,2430.41,144.2,3.11,0.0,159.98,2.94,312.24,1000.0,0.8991,2.4095
2393,30,2,load_zone_27,dump_zone_3,2171.38,2301.94,2304.95,2306.95,2472.71,2475.63,130.56,3.01,0.0,165.76,2.92,304.24,1000.0,0.9814,2.6302
2394,30,0,load_zone_27,dump_zone_3,2331.91,2486.34,2489.23,2491.23,2672.39,2675.4,154.43,2.88,0.0,181.16,3.01,343.49,1000.0,1.1282,3.0236
2395,30,1,load_zone_27,dump_zone_3,2430.41,2570.89,2573.88,2575.88,2738.7,2741.51,140.48,2.99,0.0,162.82,2.8,311.09,1000.0,1.0469,2.8057
2396,30,2,load_zone_27,dump_zone_3,2475.63,2625.78,2628.6,2630.6,2800.86,2803.87,150.15,2.82,0.0,170.26,3.0,328.24,1000.0,1.1718,3.1404
2397,30,0,load_zone_27,dump_zone_3,2675.4,2850.07,2852.89,2854.89,3034.61,3037.68,174.67,2.82,0.0,179.72,3.07,362.28,1000.0,0.9798,2.6259
2398,30,1,load_zone_27,dump_zone_3,2741.51,2894.68,2897.43,2899.43,3052.38,3055.33,153.18,2.74,0.0,152.95,2.95,313.82,1000.0,1.1039,2.9586
2399,30,2,load_zone_27,dump_zone_3,2803.87,2957.09,2960.12,2962.12,3130.4,3133.47,153.23,3.03,0.0,168.28,3.06,329.6,1000.0,1.0841,2.9053
2400,30,0,load_zone_27,dump_zone_3,3037.68,3184.16,3187.42,3189.42,3353.53,3356.55,146.48,3.26,0.0,164.11,3.02,318.87,1000.0,1.0339,2.7709
2401,30,1,load_zone_24,dump_zone_3,3055.33,3211.32,3214.26,3216.26,3371.94,3374.97,155.99,2.93,0.0,155.68,3.03,319.64,1000.0,0.9746,2.6119
2402,30,2,load_zone_24,dump_zone_3,3133.47,3286.38,3289.4,3291.4,3439.82,3442.91,152.92,3.02,0.0,148.42,3.09,309.44,1000.0,1.0047,2.6927
2403,30,0,load_zone_24,dump_zone_3,3356.55,3486.41,3489.43,3491.43,3657.35,3660.2,129.86,3.02,0.0,165.92,2.85,303.65,1000.0,1.1059,2.9637
2404,30,1,load_zone_24,dump_zone_3,3374.97,3512.38,3515.37,3517.37,3689.06,3691.72,137.41,2.99,0.0,171.69,2.66,316.75,1000.0,1.0448,2.8001
2405,30,2,load_zone_24,dump_zone_3,3442.91,3592.6,3595.49,3597.49,3748.87,3751.85,149.69,2.89,0.0,151.38,2.98,308.94,1000.0,0.9767,2.6175
2406,30,0,load_zone_24,dump_zone_3,3660.2,3791.94,3794.91,3796.91,3971.47,3974.36,131.74,2.96,0.0,174.56,2.89,314.16,1000.0,0.9107,2.4406
2407,30,1,load_zone_24,dump_zone_3,3691.72,3855.98,3859.0,3861.0,4002.98,4005.89,164.26,3.02,0.0,141.98,2.91,314.17,1000.0,0.9726,2.6065
2408,30,2,load_zone_24,dump_zone_3,3751.85,3892.91,3895.91,3897.91,4048.49,4051.53,141.06,3.0,0.0,150.58,3.04,299.67,1000.0,0.9459,2.5349
2409,30,0,load_zone_24,dump_zone_3,3974.36,4127.95,4130.71,4132.71,4302.41,4305.41,153.59,2.75,0.0,169.7,3.0,331.05,1000.0,0.9289,2.4895
2410,30,1,load_zone_24,dump_zone_3,4005.89,4147.58,4150.5,4152.5,4314.25,4317.07,141.69,2.92,0.0,161.75,2.82,311.17,1000.0,1.1624,3.1153
2411,30,2,load_zone_29,dump_zone_3,4051.53,4224.61,4227.39,4229.39,4369.61,4372.7,173.09,2.78,0.0,140.22,3.09,321.18,1000.0,1.0443,2.7987
2412,30,0,load_zone_29,dump_zone_3,4305.41,4485.98,4489.02,4491.02,4665.06,4667.91,180.57,3.04,0.0,174.04,2.85,362.5,1000.0,1.1277,3.0223
2413,30,1,load_zone_29,dump_zone_3,4317.07,4461.83,4492.09,4494.09,4677.27,4680.14,144.77,30.25,27.19,183.18,2.88,363.07,1000.0,1.1614,3.1125
2414,30,2,load_zone_29,dump_zone_3,4372.7,4562.83,4565.92,4567.92,4730.89,4733.82,190.13,3.08,0.0,162.97,2.94,361.12,1000.0,1.0841,2.9053
2415,30,0,load_zone_29,dump_zone_3,4667.91,4809.69,4812.7,4814.7,4980.55,4983.82,141.78,3.01,0.0,165.85,3.27,315.91,1000.0,0.882,2.3636
2416,30,1,load_zone_29,dump_zone_3,4680.14,4837.74,4840.7,4842.7,5025.66,5028.63,157.6,2.96,0.0,182.95,2.97,348.49,1000.0,0.9853,2.6407
2417,30,2,load_zone_29,dump_zone_3,4733.82,4883.01,4885.92,4887.92,5029.55,5032.41,149.19,2.91,0.0,141.63,2.85,298.58,1000.0,1.0876,2.9147
2418,30,0,load_zone_29,dump_zone_3,4983.82,5134.88,5137.81,5139.81,5299.31,5302.3,151.06,2.93,0.0,159.5,2.99,318.48,1000.0,1.0181,2.7285
2419,30,1,load_zone_29,dump_zone_3,5028.63,5176.16,5179.32,5181.32,5348.31,5351.33,147.53,3.16,0.0,167.0,3.02,322.7,1000.0,1.0094,2.7051
2420,30,2,load_zone_29,dump_zone_3,5032.41,5192.04,5195.02,5197.02,5335.67,5354.27,159.63,2.98,0.0,138.65,18.61,321.87,1000.0,0.9746,2.6118
2421,30,0,load_zone_25,dump_zone_3,5302.3,5478.08,5481.23,5483.23,5666.0,5669.17,175.78,3.15,0.0,182.78,3.16,366.87,1000.0,1.1127,2.9819
2422,30,1,load_zone_25,dump_zone_3,5351.33,5530.61,5533.73,5535.73,5717.27,5720.29,179.28,3.12,0.0,181.53,3.02,368.95,1000.0,1.2379,3.3175
2423,30,2,load_zone_25,dump_zone_3,5354.27,5549.33,5552.53,5554.53,5734.49,5737.49,195.05,3.2,0.0,179.96,3.0,383.22,1000.0,1.1215,3.0057
2424,30,0,load_zone_25,dump_zone_3,5669.17,5852.76,5855.7,5857.7,6065.3,6068.45,183.59,2.94,0.0,207.6,3.14,399.28,1000.0,1.1498,3.0815
2425,30,1,load_zone_25,dump_zone_3,5720.29,5895.86,5898.73,5900.73,6099.68,6102.81,175.57,2.87,0.0,198.95,3.12,382.52,1000.0,1.2696,3.4026
2426,30,2,load_zone_25,dump_zone_3,5737.49,5911.45,5914.37,5916.37,6104.27,6107.32,173.96,2.92,0.0,187.9,3.05,369.83,1000.0,1.458,3.9075
2427,30,0,load_zone_25,dump_zone_3,6068.45,6249.93,6252.93,6254.93,6451.98,6454.99,181.48,3.0,0.0,197.05,3.0,386.54,1000.0,1.2062,3.2327
2428,30,1,load_zone_25,dump_zone_3,6102.81,6277.01,6279.96,6281.96,6476.01,6478.87,174.2,2.96,0.0,194.05,2.86,376.07,1000.0,1.3509,3.6204
2429,30,2,load_zone_25,dump_zone_3,6107.32,6295.83,6299.04,6301.04,6486.57,6489.29,188.51,3.2,0.0,185.53,2.72,381.97,1000.0,1.3826,3.7054
2430,30,0,load_zone_25,dump_zone_3,6454.99,6628.85,6631.76,6633.76,6825.94,6828.8,173.86,2.91,0.0,192.18,2.86,373.81,1000.0,1.3876,3.7189
2431,31,0,load_zone_22,dump_zone_23,13.92,58.03,60.92,62.92,107.39,110.04,44.12,2.89,0.0,44.47,2.65,96.12,1000.0,0.3198,0.8572
2432,31,2,load_zone_22,dump_zone_23,28.87,89.81,92.93,94.93,135.83,139.01,60.94,3.12,0.0,40.9,3.18,110.14,1000.0,0.3314,0.8881
2433,31,1,load_zone_22,dump_zone_23,32.41,86.02,95.82,97.82,135.06,142.15,53.6,9.81,6.91,37.24,7.08,109.74,1000.0,0.3338,0.8946
2434,31,0,load_zone_22,dump_zone_23,110.04,164.69,168.02,170.02,213.65,216.59,54.65,3.33,0.0,43.63,2.94,106.54,1000.0,0.3851,1.032
2435,31,2,load_zone_22,dump_zone_23,139.01,192.67,195.49,197.49,246.51,249.54,53.66,2.82,0.0,49.02,3.03,110.52,1000.0,0.3187,0.8542
