trip_id,run_id,truck_id,load_zone,dump_zone,depart_time_s,arrive_load_s,load_complete_s,depart_load_s,arrive_dump_s,unload_complete_s,travel_to_mine_s,load_wait_s,queue_wait_service_s,travel_to_dump_s,unload_wait_s,total_trip_duration_s,cargo_kg,fuel_L,co2_kg
2972,37,4,load_zone_24,dump_zone_3,1217.86,1369.27,1372.18,1374.18,1524.43,1537.15,151.41,2.91,0.0,150.25,12.73,319.29,1000.0,0.9955,2.6679
2973,37,1,load_zone_24,dump_zone_3,1220.99,1369.64,1375.36,1377.36,1531.43,1539.97,148.65,5.72,2.54,154.07,8.54,318.98,1000.0,0.847,2.2699
2974,37,3,load_zone_24,dump_zone_3,1388.38,1558.04,1560.98,1562.98,1718.98,1721.97,169.66,2.94,0.0,156.01,2.98,333.59,1000.0,1.048,2.8086
2975,37,2,load_zone_24,dump_zone_3,1437.56,1585.79,1588.65,1590.65,1755.5,1758.46,148.23,2.86,0.0,164.85,2.95,320.9,1000.0,0.7992,2.1418
2976,37,0,load_zone_24,dump_zone_3,1440.32,1609.55,1612.65,1614.65,1770.86,1773.93,169.23,3.1,0.0,156.21,3.07,333.61,1000.0,1.0829,2.9023
2977,37,7,load_zone_29,dump_zone_3,1443.84,1604.96,1607.82,1609.82,1780.83,1783.65,161.12,2.86,0.0,171.01,2.82,339.81,1000.0,1.064,2.8516
2978,37,6,load_zone_24,dump_zone_3,1447.13,1593.43,1615.7,1617.7,1794.21,1797.1,146.31,22.27,19.21,176.51,2.89,349.98,1000.0,0.9986,2.6763
2979,37,5,load_zone_29,dump_zone_3,1534.2,1697.14,1700.18,1702.18,1867.13,1870.14,162.94,3.04,0.0,164.96,3.01,335.94,1000.0,0.9254,2.4801
2980,37,4,load_zone_29,dump_zone_3,1537.15,1670.63,1703.26,1705.26,1866.16,1873.09,133.48,32.63,29.55,160.9,6.93,335.94,1000.0,1.2078,3.237
2981,37,1,load_zone_29,dump_zone_3,1539.97,1700.58,1706.43,1708.43,1892.3,1895.46,160.62,5.85,2.68,183.87,3.16,355.49,1000.0,0.9455,2.534
2982,37,3,load_zone_29,dump_zone_3,1721.97,1883.41,1886.45,1888.45,2070.53,2073.62,161.44,3.04,0.0,182.08,3.08,351.65,1000.0,0.9257,2.4809
2983,37,2,load_zone_29,dump_zone_3,1758.46,1944.42,1947.12,1949.12,2104.48,2107.43,185.97,2.7,0.0,155.36,2.95,348.98,1000.0,0.8118,2.1757
2984,37,0,load_zone_29,dump_zone_3,1773.93,1921.15,1950.07,1952.07,2151.88,2154.66,147.22,28.92,25.97,199.81,2.79,380.74,1000.0,1.0776,2.888
2985,37,7,load_zone_29,dump_zone_3,1783.65,1933.3,1952.93,1954.93,2132.27,2157.7,149.64,19.64,16.77,177.33,25.44,374.05,1000.0,0.9516,2.5503
2986,37,6,load_zone_29,dump_zone_3,1797.1,1991.85,1994.82,1996.82,2169.37,2172.32,194.74,2.98,0.0,172.54,2.96,375.22,1000.0,1.0154,2.7213
2987,37,5,load_zone_29,dump_zone_3,1870.14,2021.55,2024.8,2026.8,2182.2,2185.12,151.41,3.25,0.0,155.4,2.92,314.97,1000.0,0.846,2.2673
2988,37,4,load_zone_25,dump_zone_3,1873.09,2042.67,2045.64,2047.64,2250.64,2253.62,169.58,2.96,0.0,203.01,2.98,380.53,1000.0,1.37,3.6715
2989,37,1,load_zone_25,dump_zone_3,1895.46,2070.86,2073.76,2075.76,2274.3,2277.39,175.4,2.9,0.0,198.54,3.09,381.93,1000.0,1.1785,3.1585
2990,37,3,load_zone_25,dump_zone_3,2073.62,2257.03,2260.14,2262.14,2463.52,2466.5,183.42,3.11,0.0,201.38,2.98,392.88,1000.0,1.1687,3.132
2991,37,2,load_zone_25,dump_zone_3,2107.43,2318.39,2321.33,2323.33,2521.22,2524.12,210.96,2.94,0.0,197.89,2.9,416.69,1000.0,1.3522,3.6239
2992,37,0,load_zone_25,dump_zone_3,2154.66,2343.42,2346.44,2348.44,2534.94,2537.99,188.76,3.02,0.0,186.51,3.05,383.33,1000.0,1.2195,3.2684
2993,37,7,load_zone_25,dump_zone_3,2157.7,2362.74,2365.82,2367.82,2575.84,2579.05,205.04,3.08,0.0,208.02,3.21,421.35,1000.0,1.2275,3.2898
2994,37,6,load_zone_25,dump_zone_3,2172.32,2369.68,2372.83,2374.83,2579.0,2582.19,197.36,3.15,0.0,204.17,3.19,409.86,1000.0,1.3039,3.4945
2995,37,5,load_zone_25,dump_zone_3,2185.12,2401.43,2404.41,2406.41,2587.23,2590.2,216.31,2.98,0.0,180.82,2.97,405.08,1000.0,1.1814,3.166
2996,37,4,load_zone_25,dump_zone_3,2253.62,2410.9,2413.74,2415.74,2625.51,2628.53,157.27,2.85,0.0,209.77,3.03,374.91,1000.0,1.0521,2.8197
2997,37,1,load_zone_25,dump_zone_3,2277.39,2473.71,2476.54,2478.54,2655.64,2658.67,196.32,2.83,0.0,177.11,3.03,381.28,1000.0,1.1406,3.0567
2998,38,0,load_zone_22,dump_zone_23,5.68,54.55,57.6,59.6,100.22,103.14,48.87,3.06,0.0,40.62,2.91,97.46,1000.0,0.3066,0.8217
2999,38,2,load_zone_22,dump_zone_23,11.35,65.48,68.28,70.28,118.8,122.03,54.13,2.8,0.0,48.52,3.22,110.68,1000.0,0.3127,0.8381
3000,38,3,load_zone_22,dump_zone_23,15.15,69.71,72.75,74.75,123.42,126.37,54.56,3.05,0.0,48.66,2.96,111.23,1000.0,0.3556,0.9531
3001,38,1,load_zone_22,dump_zone_23,25.6,77.96,80.93,82.93,127.9,131.03,52.35,2.97,0.0,44.97,3.13,105.42,1000.0,0.2855,0.7652
3002,38,5,load_zone_22,dump_zone_23,41.96,90.75,93.74,95.74,134.05,136.82,48.79,2.99,0.0,38.3,2.77,94.85,1000.0,0.3088,0.8277
3003,38,6,load_zone_22,dump_zone_23,42.87,91.25,96.59,98.59,146.87,149.68,48.39,5.34,2.49,48.28,2.81,106.81,1000.0,0.34,0.9113
3004,38,4,load_zone_22,dump_zone_23,47.42,107.68,110.67,112.67,155.44,158.63,60.25,2.99,0.0,42.77,3.19,111.21,1000.0,0.3609,0.9673
3005,38,7,load_zone_22,dump_zone_23,57.1,111.99,115.06,117.06,158.22,161.43,54.9,3.07,0.0,41.16,3.21,104.33,1000.0,0.3111,0.8338
3006,38,0,load_zone_22,dump_zone_23,103.14,162.31,165.37,167.37,215.04,217.75,59.17,3.07,0.0,47.67,2.71,114.61,1000.0,0.2917,0.7818
3007,38,2,load_zone_22,dump_zone_23,122.03,172.23,175.05,177.05,219.62,222.59,50.2,2.81,0.0,42.58,2.96,100.56,1000.0,0.3904,1.0464
3008,38,3,load_zone_23,dump_zone_22,126.37,179.1,181.95,183.95,238.05,240.8,52.73,2.85,0.0,54.1,2.75,114.43,1000.0,0.3144,0.8425
3009,38,1,load_zone_23,dump_zone_22,131.03,175.25,185.01,187.01,240.5,243.66,44.23,9.75,6.7,53.49,3.16,112.63,1000.0,0.3637,0.9747
3010,38,5,load_zone_23,dump_zone_22,136.82,193.91,197.03,199.03,260.52,263.5,57.09,3.12,0.0,61.5,2.97,126.68,1000.0,0.3849,1.0314
3011,38,6,load_zone_23,dump_zone_22,149.68,206.3,209.52,211.52,256.15,266.42,56.62,3.22,0.0,44.63,10.27,116.74,1000.0,0.3392,0.9091
3012,38,4,load_zone_23,dump_zone_22,158.63,208.27,212.35,214.35,268.88,271.84,49.64,4.08,1.24,54.53,2.96,113.21,1000.0,0.3772,1.011
3013,38,7,load_zone_23,dump_zone_22,161.43,213.41,216.36,218.36,273.15,276.26,51.98,2.95,0.0,54.79,3.1,114.83,1000.0,0.3963,1.062
3014,38,0,load_zone_23,dump_zone_22,217.75,272.91,276.05,278.05,333.04,336.17,55.16,3.14,0.0,54.99,3.13,118.42,1000.0,0.4543,1.2176
3015,38,2,load_zone_23,dump_zone_22,222.59,278.65,281.52,283.52,336.31,339.27,56.07,2.86,0.0,52.79,2.96,116.69,1000.0,0.3465,0.9286
3016,38,3,load_zone_23,dump_zone_22,240.8,293.98,297.16,299.16,349.35,352.15,53.18,3.18,0.0,50.19,2.79,111.34,1000.0,0.2999,0.8037
3017,38,1,load_zone_23,dump_zone_22,243.66,294.2,299.97,301.97,351.56,355.05,50.54,5.78,2.97,49.59,3.49,111.39,1000.0,0.3311,0.8874
3018,38,5,load_zone_1,dump_zone_2,263.5,359.93,362.84,364.84,441.34,444.34,96.43,2.92,0.0,76.49,3.0,180.84,1000.0,0.6473,1.7346
3019,38,6,load_zone_1,dump_zone_2,266.42,374.1,377.14,379.14,460.58,463.55,107.69,3.03,0.0,81.44,2.97,197.13,1000.0,0.6159,1.6507
3020,38,4,load_zone_1,dump_zone_2,271.84,371.2,379.85,381.85,470.88,473.84,99.36,8.65,5.94,89.03,2.96,202.0,1000.0,0.6076,1.6283
3021,38,7,load_zone_1,dump_zone_2,276.26,372.41,382.66,384.66,459.1,476.97,96.15,10.25,7.45,74.44,17.87,200.71,1000.0,0.5432,1.4557
3022,38,0,load_zone_1,dump_zone_2,336.17,419.0,422.06,424.06,510.07,513.05,82.82,3.07,0.0,86.01,2.98,176.88,1000.0,0.5339,1.4309
3023,38,2,load_zone_1,dump_zone_2,339.27,434.75,437.5,439.5,527.82,530.59,95.48,2.76,0.0,88.32,2.77,191.32,1000.0,0.5508,1.476
3024,38,3,load_zone_1,dump_zone_2,352.15,448.29,451.39,453.39,530.68,533.84,96.14,3.1,0.0,77.29,3.16,181.7,1000.0,0.604,1.6188
3025,38,1,load_zone_1,dump_zone_2,355.05,455.72,458.72,460.72,542.96,545.77,100.67,3.0,0.0,82.24,2.81,190.72,1000.0,0.5272,1.413
3026,38,5,load_zone_1,dump_zone_2,444.34,530.28,533.31,535.31,614.84,617.63,85.94,3.03,0.0,79.53,2.78,173.29,1000.0,0.5919,1.5863
3027,38,6,load_zone_1,dump_zone_2,463.55,553.15,556.06,558.06,631.67,634.5,89.6,2.91,0.0,73.61,2.83,170.95,1000.0,0.6233,1.6704
3028,38,4,load_zone_26,load_zone_29,473.84,585.91,588.84,590.84,673.58,676.52,112.06,2.93,0.0,82.74,2.94,202.67,1000.0,0.7493,2.0082
3029,38,7,load_zone_26,load_zone_29,476.97,575.81,592.09,594.09,679.74,682.86,98.84,16.28,13.03,85.65,3.11,205.89,1000.0,0.6102,1.6355
3030,38,0,load_zone_26,load_zone_29,513.05,639.61,642.5,644.5,720.17,723.12,126.56,2.89,0.0,75.67,2.94,210.06,1000.0,0.5951,1.5949
3031,38,2,load_zone_26,load_zone_29,530.59,635.57,645.39,647.39,731.95,734.95,104.99,9.81,6.93,84.57,3.0,204.36,1000.0,0.54,1.4472
3032,38,3,load_zone_26,load_zone_29,533.84,647.71,650.54,652.54,723.03,737.93,113.87,2.82,0.0,70.49,14.91,204.09,1000.0,0.6978,1.8701
3033,38,1,load_zone_26,load_zone_29,545.77,663.36,666.34,668.34,749.18,752.13,117.59,2.98,0.0,80.83,2.95,206.36,1000.0,0.681,1.8252
3034,38,5,load_zone_26,load_zone_29,617.63,726.1,729.28,731.28,814.14,817.01,108.47,3.19,0.0,82.85,2.87,199.39,1000.0,0.5873,1.5739
3035,38,6,load_zone_26,load_zone_29,634.5,743.13,746.06,748.06,816.61,820.21,108.63,2.93,0.0,68.55,3.6,185.71,1000.0,0.5651,1.5145
3036,38,4,load_zone_26,load_zone_29,676.52,802.15,805.47,807.47,882.44,885.34,125.63,3.32,0.0,74.98,2.9,208.82,1000.0,0.622,1.667
3037,38,7,load_zone_26,load_zone_29,682.86,788.17,808.67,810.67,884.06,888.41,105.32,20.49,17.29,73.4,4.35,205.56,1000.0,0.696,1.8654
3038,38,0,load_zone_2,dump_zone_2,723.12,826.35,829.21,831.21,922.67,925.47,103.24,2.85,0.0,91.47,2.8,202.36,1000.0,0.6926,1.8562
3039,38,2,load_zone_27,dump_zone_3,734.95,887.46,890.57,892.57,1056.29,1059.42,152.51,3.11,0.0,163.72,3.13,324.47,1000.0,1.1809,3.1647
3040,38,3,load_zone_24,dump_zone_3,737.93,877.92,881.2,883.2,1060.68,1063.63,139.99,3.28,0.0,177.48,2.95,325.69,1000.0,0.8552,2.292
3041,38,1,load_zone_27,dump_zone_3,752.13,885.32,893.87,895.87,1052.87,1066.63,133.2,8.55,5.25,157.0,13.75,314.5,1000.0,0.966,2.5889
3042,38,5,load_zone_27,dump_zone_3,817.01,958.58,961.71,963.71,1109.48,1112.47,141.56,3.13,0.0,145.77,2.99,295.45,1000.0,1.2457,3.3386
3043,38,6,load_zone_27,dump_zone_3,820.21,977.51,980.47,982.47,1156.32,1159.16,157.3,2.96,0.0,173.85,2.84,338.95,1000.0,0.9396,2.5182
3044,38,4,load_zone_27,dump_zone_3,885.34,1018.71,1021.65,1023.65,1198.55,1201.69,133.37,2.94,0.0,174.9,3.14,316.35,1000.0,1.0435,2.7967
3045,38,7,load_zone_27,dump_zone_3,888.41,1034.68,1037.72,1039.72,1187.49,1204.66,146.27,3.05,0.0,147.77,17.17,316.25,1000.0,1.1224,3.0081
3046,38,0,load_zone_27,dump_zone_3,925.47,1066.68,1069.92,1071.92,1242.98,1246.02,141.2,3.25,0.0,171.06,3.04,320.55,1000.0,1.1104,2.9759
3047,38,2,load_zone_27,dump_zone_3,1059.42,1216.05,1219.11,1221.11,1408.89,1411.99,156.63,3.06,0.0,187.78,3.1,352.57,1000.0,1.0258,2.7492
3048,38,3,load_zone_24,dump_zone_3,1063.63,1208.76,1211.95,1213.95,1357.08,1414.84,145.13,3.19,0.0,143.13,57.76,351.21,1000.0,1.1031,2.9562
3049,38,1,load_zone_24,dump_zone_3,1066.63,1226.5,1229.42,1231.42,1401.49,1417.72,159.87,2.92,0.0,170.07,16.23,351.09,1000.0,1.0653,2.8551
3050,38,5,load_zone_27,dump_zone_3,1112.47,1258.74,1262.03,1264.03,1411.0,1420.6,146.27,3.29,0.0,146.97,9.6,308.13,1000.0,0.9273,2.485
3051,38,6,load_zone_27,dump_zone_3,1159.16,1306.03,1308.71,1310.71,1490.07,1493.25,146.87,2.67,0.0,179.36,3.18,334.09,1000.0,0.9357,2.5077
3052,38,4,load_zone_24,dump_zone_3,1201.69,1359.69,1362.99,1364.99,1514.86,1517.88,157.99,3.3,0.0,149.87,3.02,316.18,1000.0,0.9538,2.5562
3053,38,7,load_zone_24,dump_zone_3,1204.66,1355.65,1366.01,1368.01,1527.59,1530.65,150.99,10.36,7.33,159.58,3.07,325.99,1000.0,1.0264,2.7506
3054,38,0,load_zone_24,dump_zone_3,1246.02,1383.7,1386.79,1388.79,1542.92,1545.82,137.67,3.09,0.0,154.13,2.9,299.79,1000.0,1.0956,2.9361
3055,38,2,load_zone_24,dump_zone_3,1411.99,1567.1,1570.28,1572.28,1727.96,1730.7,155.11,3.18,0.0,155.68,2.74,318.71,1000.0,0.9572,2.5652
3056,38,3,load_zone_24,dump_zone_3,1414.84,1584.81,1588.16,1590.16,1771.79,1774.8,169.97,3.34,0.0,181.64,3.01,359.96,1000.0,1.0735,2.877
3057,38,1,load_zone_29,dump_zone_3,1417.72,1589.48,1592.53,1594.53,1777.31,1780.45,171.76,3.05,0.0,182.78,3.14,362.73,1000.0,1.1243,3.0132
3058,38,5,load_zone_24,dump_zone_3,1420.6,1581.79,1591.11,1593.11,1739.91,1783.37,161.18,9.32,6.37,146.8,43.46,362.77,1000.0,0.9045,2.424
3059,38,6,load_zone_24,dump_zone_3,1493.25,1627.53,1630.49,1632.49,1785.56,1788.57,134.28,2.96,0.0,153.07,3.02,295.32,1000.0,1.0835,2.9039
3060,38,4,load_zone_29,dump_zone_3,1517.88,1681.52,1684.38,1686.38,1848.84,1851.97,163.65,2.86,0.0,162.45,3.13,334.09,1000.0,1.064,2.8514
3061,38,7,load_zone_29,dump_zone_3,1530.65,1686.28,1689.17,1691.17,1854.56,1857.48,155.63,2.89,0.0,163.39,2.92,326.82,1000.0,1.0144,2.7187
3062,38,0,load_zone_29,dump_zone_3,1545.82,1703.33,1706.39,1708.39,1882.95,1886.18,157.51,3.06,0.0,174.56,3.23,340.37,1000.0,1.2051,3.2298
3063,38,2,load_zone_29,dump_zone_3,1730.7,1917.15,1920.24,1922.24,2095.52,2098.44,186.45,3.08,0.0,173.28,2.93,367.74,1000.0,1.1637,3.1187
3064,38,3,load_zone_29,dump_zone_3,1774.8,1927.56,1930.79,1932.79,2079.14,2101.25,152.76,3.23,0.0,146.35,22.12,326.45,1000.0,1.1221,3.0072
3065,38,1,load_zone_29,dump_zone_3,1780.45,1930.31,1933.98,1935.98,2116.79,2119.87,149.87,3.66,0.47,180.81,3.08,339.42,1000.0,1.2089,3.2398
3066,38,5,load_zone_29,dump_zone_3,1783.37,1944.68,1947.8,1949.8,2145.3,2148.17,161.31,3.11,0.0,195.5,2.86,364.8,1000.0,1.0824,2.9008
3067,38,6,load_zone_29,dump_zone_3,1788.57,1947.83,1950.58,1952.58,2115.11,2151.22,159.25,2.75,0.0,162.54,36.11,362.65,1000.0,0.9259,2.4815
3068,38,4,load_zone_29,dump_zone_3,1851.97,1980.62,1983.5,1985.5,2146.8,2154.09,128.65,2.89,0.0,161.3,7.3,302.13,1000.0,0.7413,1.9868
3069,38,7,load_zone_25,dump_zone_3,1857.48,2031.77,2034.68,2036.68,2223.03,2226.09,174.3,2.9,0.0,186.35,3.06,368.62,1000.0,1.3973,3.7448
3070,38,0,load_zone_25,dump_zone_3,1886.18,2080.94,2084.11,2086.11,2290.6,2293.45,194.76,3.17,0.0,204.5,2.85,407.27,1000.0,1.2804,3.4314
3071,38,2,load_zone_25,dump_zone_3,2098.44,2300.36,2303.24,2305.24,2487.63,2490.71,201.92,2.88,0.0,182.39,3.08,392.27,1000.0,1.0448,2.8
3072,38,3,load_zone_25,dump_zone_3,2101.25,2272.01,2306.31,2308.31,2487.21,2493.75,170.75,34.31,31.24,178.9,6.53,392.49,1000.0,1.3531,3.6264
3073,38,1,load_zone_25,dump_zone_3,2119.87,2293.1,2309.39,2311.39,2485.62,2496.63,173.24,16.29,13.21,174.23,11.0,376.76,1000.0,1.1525,3.0886
3074,38,5,load_zone_25,dump_zone_3,2148.17,2307.41,2312.62,2314.62,2508.0,2510.84,159.25,5.21,1.98,193.38,2.85,362.68,1000.0,1.3518,3.6229
3075,38,6,load_zone_25,dump_zone_3,2151.22,2337.37,2340.23,2342.23,2504.52,2513.7,186.14,2.87,0.0,162.29,9.18,362.48,1000.0,1.1877,3.183
3076,38,4,load_zone_25,dump_zone_3,2154.09,2347.4,2350.19,2352.19,2569.12,2572.05,193.31,2.79,0.0,216.93,2.93,417.95,1000.0,1.1166,2.9925
3077,38,7,load_zone_25,dump_zone_3,2226.09,2394.15,2397.15,2399.15,2589.57,2592.3,168.06,3.0,0.0,190.42,2.73,366.21,1000.0,1.2287,3.293
3078,38,0,load_zone_25,dump_zone_3,2293.45,2462.45,2465.64,2467.64,2656.79,2659.86,168.99,3.19,0.0,189.16,3.07,366.41,1000.0,1.2483,3.3454
3079,39,0,load_zone_22,dump_zone_23,13.12,68.37,71.19,73.19,115.55,118.77,55.25,2.82,0.0,42.36,3.22,105.65,1000.0,0.3574,0.9577
3080,39,2,load_zone_22,dump_zone_23,17.17,77.89,80.7,82.7,133.36,136.16,60.73,2.81,0.0,50.65,2.81,119.0,1000.0,0.2368,0.6346
3081,39,1,load_zone_22,dump_zone_23,22.14,79.13,83.72,85.72,131.15,138.98,56.99,4.59,1.57,45.44,7.82,116.84,1000.0,0.3288,0.8813
3082,39,3,load_zone_22,dump_zone_23,30.44,84.31,87.35,89.35,135.23,142.08,53.87,3.04,0.0,45.87,6.85,111.64,1000.0,0.3277,0.8782
3083,39,5,load_zone_22,dump_zone_23,38.08,96.19,99.01,101.01,146.36,149.57,58.11,2.82,0.0,45.35,3.21,111.49,1000.0,0.3725,0.9982
3084,39,7,load_zone_22,dump_zone_23,42.27,97.34,102.26,104.26,148.4,152.33,55.07,4.93,1.68,44.14,3.93,110.06,1000.0,0.373,0.9996
3085,39,4,load_zone_22,dump_zone_23,44.71,95.78,105.28,107.28,154.23,157.05,51.07,9.5,6.49,46.95,2.81,112.34,1000.0,0.3153,0.8451
3086,39,6,load_zone_22,dump_zone_23,59.53,116.96,119.87,121.87,164.31,167.22,57.43,2.91,0.0,42.44,2.91,107.69,1000.0,0.3531,0.9463
3087,39,0,load_zone_22,dump_zone_23,118.77,179.29,182.71,184.71,220.49,223.52,60.53,3.42,0.0,35.78,3.03,104.75,1000.0,0.3511,0.9408
3088,39,2,load_zone_22,dump_zone_23,136.16,187.4,190.43,192.43,235.59,238.43,51.24,3.03,0.0,43.16,2.84,102.27,1000.0,0.3051,0.8176
3089,39,1,load_zone_23,dump_zone_22,138.98,194.91,197.98,199.98,246.54,249.49,55.93,3.07,0.0,46.57,2.94,110.51,1000.0,0.324,0.8682
3090,39,3,load_zone_23,dump_zone_22,142.08,201.23,204.06,206.06,255.17,258.14,59.15,2.83,0.0,49.11,2.97,116.06,1000.0,0.3309,0.8867
3091,39,5,load_zone_23,dump_zone_22,149.57,200.69,207.09,209.09,262.92,265.91,51.12,6.4,3.37,53.83,2.98,116.33,1000.0,0.3332,0.8931
3092,39,7,load_zone_23,dump_zone_22,152.33,206.05,210.02,212.02,264.71,269.13,53.72,3.97,1.05,52.69,4.41,116.8,1000.0,0.3541,0.9489
3093,39,4,load_zone_23,dump_zone_22,157.05,212.6,215.79,217.79,276.18,279.28,55.55,3.19,0.0,58.39,3.1,122.24,1000.0,0.3584,0.9605
3094,39,6,load_zone_23,dump_zone_22,167.22,218.05,220.72,222.72,274.85,282.39,50.83,2.67,0.0,52.13,7.54,115.17,1000.0,0.3672,0.984
3095,39,0,load_zone_23,dump_zone_22,223.52,277.99,281.09,283.09,335.76,338.55,54.46,3.1,0.0,52.67,2.79,115.03,1000.0,0.3165,0.8482
3096,39,2,load_zone_23,dump_zone_22,238.43,279.4,283.97,285.97,338.57,341.43,40.97,4.57,1.69,52.6,2.86,103.0,1000.0,0.3704,0.9927
3097,39,1,load_zone_23,dump_zone_22,249.49,298.84,302.22,304.22,351.29,354.29,49.35,3.38,0.0,47.07,2.99,104.8,1000.0,0.3196,0.8565
3098,39,3,load_zone_23,dump_zone_22,258.14,306.49,309.47,311.47,363.9,367.09,48.35,2.97,0.0,52.43,3.2,108.95,1000.0,0.3556,0.9529
3099,39,5,load_zone_1,dump_zone_2,265.91,376.56,379.62,381.62,459.33,462.48,110.65,3.06,0.0,77.71,3.15,196.57,1000.0,0.6579,1.7631
3100,39,7,load_zone_1,dump_zone_2,269.13,375.59,382.62,384.62,463.36,465.99,106.46,7.03,4.03,78.74,2.63,196.86,1000.0,0.5761,1.544
3101,39,4,load_zone_1,dump_zone_2,279.28,384.05,387.03,389.03,475.3,478.55,104.76,2.99,0.0,86.26,3.25,199.27,1000.0,0.5651,1.5144
3102,39,6,load_zone_1,dump_zone_2,282.39,373.22,389.86,391.86,469.34,481.65,90.83,16.64,13.81,77.48,12.31,199.25,1000.0,0.6046,1.6203
3103,39,0,load_zone_1,dump_zone_2,338.55,439.6,442.59,444.59,522.42,525.09,101.05,2.99,0.0,77.82,2.67,186.54,1000.0,0.6098,1.6342
3104,39,2,load_zone_1,dump_zone_2,341.43,438.54,445.58,447.58,520.98,528.05,97.11,7.03,4.05,73.4,7.07,186.62,1000.0,0.6913,1.8528
3105,39,1,load_zone_1,dump_zone_2,354.29,442.46,448.41,450.41,533.04,535.95,88.17,5.95,3.12,82.62,2.92,181.67,1000.0,0.6039,1.6185
3106,39,3,load_zone_1,dump_zone_2,367.09,461.82,464.87,466.87,547.32,550.24,94.72,3.05,0.0,80.45,2.93,183.15,1000.0,0.6396,1.7141
3107,39,5,load_zone_1,dump_zone_2,462.48,556.47,559.53,561.53,641.39,644.42,94.0,3.05,0.0,79.86,3.03,181.95,1000.0,0.6255,1.6764
3108,39,7,load_zone_1,dump_zone_2,465.99,564.78,567.73,569.73,653.24,656.08,98.79,2.95,0.0,83.51,2.84,190.09,1000.0,0.5038,1.3501
3109,39,4,load_zone_26,load_zone_29,478.55,576.96,579.63,581.63,670.25,673.43,98.41,2.67,0.0,88.62,3.18,194.88,1000.0,0.5793,1.5525
3110,39,6,load_zone_26,load_zone_29,481.65,606.02,608.98,610.98,674.97,678.18,124.37,2.96,0.0,63.98,3.22,196.54,1000.0,0.6761,1.812
3111,39,0,load_zone_26,load_zone_29,525.09,635.61,638.42,640.42,706.01,709.22,110.53,2.8,0.0,65.6,3.21,184.13,1000.0,0.6091,1.6324
3112,39,2,load_zone_26,load_zone_29,528.05,640.99,643.79,645.79,725.22,728.28,112.94,2.8,0.0,79.43,3.06,200.23,1000.0,0.6046,1.6204
3113,39,1,load_zone_26,load_zone_29,535.95,652.21,654.98,656.98,731.06,733.99,116.26,2.76,0.0,74.08,2.94,198.04,1000.0,0.6715,1.7997
3114,39,3,load_zone_26,load_zone_29,550.24,667.41,670.55,672.55,750.41,753.38,117.17,3.13,0.0,77.86,2.97,203.14,1000.0,0.6347,1.7009
3115,39,5,load_zone_26,load_zone_29,644.42,753.65,756.7,758.7,842.31,845.23,109.23,3.04,0.0,83.61,2.92,200.8,1000.0,0.5371,1.4395
3116,39,7,load_zone_26,load_zone_29,656.08,779.71,782.72,784.72,857.77,861.12,123.63,3.01,0.0,73.05,3.35,205.04,1000.0,0.6817,1.8269
3117,39,4,load_zone_26,load_zone_29,673.43,801.66,804.82,806.82,881.15,884.15,128.23,3.16,0.0,74.33,3.0,210.72,1000.0,0.6542,1.7533
3118,39,6,load_zone_2,dump_zone_2,678.18,812.22,815.22,817.22,902.2,905.06,134.03,3.0,0.0,84.98,2.86,226.88,1000.0,0.7366,1.974
3119,39,0,load_zone_26,load_zone_29,709.22,817.72,820.47,822.47,906.49,909.58,108.5,2.75,0.0,84.02,3.08,200.35,1000.0,0.5905,1.5825
3120,39,2,load_zone_27,dump_zone_3,728.28,886.81,889.73,891.73,1054.58,1057.52,158.53,2.92,0.0,162.85,2.94,329.24,1000.0,0.942,2.5246
3121,39,1,load_zone_24,dump_zone_3,733.99,899.08,902.04,904.04,1049.19,1060.57,165.09,2.96,0.0,145.15,11.38,326.58,1000.0,1.1921,3.1949
3122,39,3,load_zone_27,dump_zone_3,753.38,903.04,906.08,908.08,1067.95,1070.64,149.66,3.04,0.0,159.86,2.69,317.26,1000.0,0.9061,2.4285
3123,39,5,load_zone_27,dump_zone_3,845.23,990.51,993.27,995.27,1148.99,1152.12,145.28,2.76,0.0,153.73,3.13,306.89,1000.0,1.0563,2.8309
3124,39,7,load_zone_27,dump_zone_3,861.12,1012.58,1015.59,1017.59,1171.56,1174.64,151.46,3.01,0.0,153.97,3.08,313.52,1000.0,1.0023,2.6861
3125,39,4,load_zone_27,dump_zone_3,884.15,1039.25,1042.27,1044.27,1196.91,1200.08,155.1,3.01,0.0,152.64,3.17,315.93,1000.0,1.1564,3.0991
3126,39,6,load_zone_27,dump_zone_3,905.06,1070.74,1073.75,1075.75,1242.5,1245.43,165.68,3.0,0.0,166.75,2.93,340.37,1000.0,0.8435,2.2605
3127,39,0,load_zone_24,dump_zone_3,909.58,1047.65,1050.63,1052.63,1208.94,1248.64,138.07,2.98,0.0,156.31,39.7,339.07,1000.0,1.1615,3.1127
3128,39,2,load_zone_27,dump_zone_3,1057.52,1199.07,1202.0,1204.0,1377.7,1380.8,141.55,2.93,0.0,173.7,3.1,323.28,1000.0,1.1125,2.9816
3129,39,1,load_zone_27,dump_zone_3,1060.57,1225.23,1228.38,1230.38,1386.98,1389.7,164.66,3.15,0.0,156.6,2.72,329.13,1000.0,1.163,3.1168
